algorithm_config.xml;;;;;MEDIA;;;;;;;;;;;;;;
C101.txt;828,94;24,46;10;;;;;;;;;;;;;;;;
C101.txt;828,94;23,68;10;;;;;;;;;;;;;;;;
C101.txt;828,94;18,43;10;;;;;;;;;;;;;;;;
C101.txt;828,94;19,18;10;;;;;;;;;;;;;;;;
C101.txt;828,94;19,99;10;;;;;;;;;;;;;;;;
C101.txt;828,94;18,92;10;;;;;;;;;;;;;;;;
C101.txt;828,94;20,59;10;;;;;;;;;;;;;;;;
C101.txt;828,94;20,48;10;;;;;;;;;;;;;;;;
C101.txt;828,94;27,22;10;;;;;;;;;;;;;;;;
C101.txt;828,94;23,39;10;;828,94;;;;;;;;;;;;;;
RC101.txt;1661,85;49,33;16;;;;;;;;;;;;;;;;
RC101.txt;1663,74;37,86;16;;;;;;;;;;;;;;;;
RC101.txt;1655,35;39,85;16;;;;;;;;;;;;;;;;
RC101.txt;1656,29;33,69;16;;;;;;;;;;;;;;;;
RC101.txt;1649,15;29,22;16;;;;;;;;;;;;;;;;
RC101.txt;1667,88;30,08;17;;;;;;;;;;;;;;;;
RC101.txt;1683,09;33,84;16;;;;;;;;;;;;;;;;
RC101.txt;1644,97;29,53;15;;;;;;;;;;;;;;;;
RC101.txt;1650,49;30,85;16;;;;;;;;;;;;;;;;
RC101.txt;1631,34;30,85;15;;1656,415;;;;;;;;;;;;;;
RC102.txt;1497,81;30,5;14;;;;;;;;;;;;;;;;
RC102.txt;1489,39;28,87;14;;;;;;;;;;;;;;;;
RC102.txt;1488,67;29,27;14;;;;;;;;;;;;;;;;
RC102.txt;1484,68;29,87;14;;;;;;;;;;;;;;;;
RC102.txt;1483,76;28,53;14;;;;;;;;;;;;;;;;
RC102.txt;1479,08;28,62;14;;;;;;;;;;;;;;;;
RC102.txt;1497,73;29,59;15;;;;;;;;;;;;;;;;
RC102.txt;1485,02;33,79;14;;;;;;;;;;;;;;;;
RC102.txt;1487,22;87,39;14;;;;;;;;;;;;;;;;
RC102.txt;1466,65;84,52;14;;1486,001;;;;;;;;;;;;;;
algorithmConfigWithSchrimpfAcceptance.xml;;;;;;;;;;;;;;;;;;;
RC101.txt;1708,53;9,61;16;;;;;;;;;;;;;;;;
RC101.txt;1724,17;6,27;17;;;;;;;;;;;;;;;;
RC101.txt;1700,23;5,97;16;;;;;;;;;;;;;;;;
RC101.txt;1696,36;5,86;16;;;;;;;;;;;;;;;;
RC101.txt;1708,84;6,33;16;;;;;;;;;;;;;;;;
RC101.txt;1697,46;6,02;16;;;;;;;;;;;;;;;;
RC101.txt;1711,57;6,27;16;;;;;;;;;;;;;;;;
RC101.txt;1737,24;5,98;17;;;;;;;;;;;;;;;;
RC101.txt;1759,01;6,55;17;;;;;;;;;;;;;;;;
RC101.txt;1697,68;5,85;16;;1714,109;;;;;;;;;;;;;;
C101.txt;828,94;8,29;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,4;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,16;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,42;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,54;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,76;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,22;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,17;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,21;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,22;10;;828,94;;;;;;;;;;;;;;
algorithmConfig_considerFixedCosts.xml;;;;;;;;;;;;;;;;;;;
C101.txt;828,94;9,04;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,66;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,65;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,49;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,56;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,63;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,97;10;;;;;;;;;;;;;;;;
C101.txt;828,94;6,22;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,58;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,8;10;;828,94;;;;;;;;;;;;;;
RC101.txt;1705,35;9,49;16;;;;;;;;;;;;;;;;
RC101.txt;1724,93;6,25;17;;;;;;;;;;;;;;;;
RC101.txt;1736,68;6,04;17;;;;;;;;;;;;;;;;
RC101.txt;1680,07;5,95;16;;;;;;;;;;;;;;;;
RC101.txt;1699,87;5,96;16;;;;;;;;;;;;;;;;
RC101.txt;1757,36;5,89;16;;;;;;;;;;;;;;;;
RC101.txt;1732,87;5,63;17;;;;;;;;;;;;;;;;
RC101.txt;1744,81;5,59;17;;;;;;;;;;;;;;;;
RC101.txt;1722,88;6,05;17;;;;;;;;;;;;;;;;
RC101.txt;1699,44;6,13;16;;1720,426;;;;;;;;;;;;;;
algorithmConfig_solomon.xml;;;;;;;;;;;;;;;;;;;
C101.txt;828,94;8,14;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,14;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,37;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,79;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,56;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,7;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,66;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,09;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,28;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,42;10;;828,94;;;;;;;;;;;;;;
RC101.txt;1676,7;8,55;16;;;;;;;;;;;;;;;;
RC101.txt;1693,6;5,54;17;;;;;;;;;;;;;;;;
RC101.txt;1753,32;5,91;16;;;;;;;;;;;;;;;;
RC101.txt;1740,13;6,95;17;;;;;;;;;;;;;;;;
RC101.txt;1676,99;7,47;16;;;;;;;;;;;;;;;;
RC101.txt;1693,93;5,92;16;;;;;;;;;;;;;;;;
RC101.txt;1672,6;5,71;16;;;;;;;;;;;;;;;;
RC101.txt;1712,81;5,9;17;;;;;;;;;;;;;;;;
RC101.txt;1749,59;5,81;16;;;;;;;;;;;;;;;;
RC101.txt;1679,91;5,61;16;;1704,958;;;;;;;;;;;;;;
C101.txt;828,94;9,41;10;;;radialRuinAndRecreate+RadialRuinAndRecreate:;;;;;;;;;;;;;
C101.txt;828,94;5,84;10;;;;;;;;;;;;;;;;
C101.txt;828,94;6,48;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,71;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,64;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,38;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,43;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,72;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,78;10;;;;;;;;;;;;;;;;
C101.txt;828,94;5,85;10;;;;;;;;;;;;;;;;
RC101.txt;1676,7;12,23;16;;;;;;;;;;;;;;;;
RC101.txt;1693,6;6,03;17;;;;;;;;;;;;;;;;
RC101.txt;1753,32;6,37;16;;;;;;;;;;;;;;;;
RC101.txt;1740,13;5,85;17;;;;;;;;;;;;;;;;
RC101.txt;1676,99;6,45;16;;;;;;;;;;;;;;;;
RC101.txt;1693,93;7,3;16;;;;;;;;;;;;;;;;
RC101.txt;1672,6;6,62;16;;;;;;;;;;;;;;;;
RC101.txt;1729,88;6,31;16;;;;;;;;;;;;;;;;
RC101.txt;1715,01;6,65;16;;;;;;;;;;;;;;;;
RC101.txt;1707,04;6,16;17;;1705,92;;;;;;;;;;;;;;
RC101.txt;1647,47;34,38;16;;;prova0.xml;2k;iterations;;;;;;;;;;;
RC101.txt;1658,13;27,28;16;;;;;;;;;;;;;;;;
RC101.txt;1653,65;33,12;16;;;;;;;;;;;;;;;;
RC101.txt;1648,58;33,31;16;;;;;;;;;;;;;;;;
RC101.txt;1662,9;30,96;16;;;;;;;;;;;;;;;;
RC101.txt;1653,65;32,2;16;;;;;;;;;;;;;;;;
RC101.txt;1668,46;31,18;16;;;;;;;;;;;;;;;;
RC101.txt;1652,73;31,16;16;;;;;;;;;;;;;;;;
RC101.txt;1642,21;28,85;16;;;;;;;;;;;;;;;;
RC101.txt;1642,7;43,85;16;;1653,048;;;;;;;;;;;;;;
RC101.txt;1657,31;31,48;16;;;prova1.xml;2k;iterations;;;;;;;;;;;
RC101.txt;1638,92;26,18;15;;;;;;;;;;;;;;;;
RC101.txt;1648,58;23,54;16;;;;;;;;;;;;;;;;
RC101.txt;1631,06;23,97;16;;;;;;;;;;;;;;;;
RC101.txt;1661,59;24,73;16;;;;;;;;;;;;;;;;
RC101.txt;1651,88;27,06;16;;;;;;;;;;;;;;;;
RC101.txt;1656,61;23,13;15;;;;;;;;;;;;;;;;
RC101.txt;1648,09;22,19;16;;;;;;;;;;;;;;;;
RC101.txt;1658,31;22,7;16;;;;;;;;;;;;;;;;
RC101.txt;1640,7;22,65;16;;1649,305;Time;247,63;;;;;;;;;;;;
RC101.txt;1676,06;18,39;16;;;prova1.xml;1k;iterations;;;;;;;;;;;
RC101.txt;1677,91;13,11;16;;;;;;;;;;;;;;;;
RC101.txt;1674,39;11,7;16;;;;;;;;;;;;;;;;
RC101.txt;1661,93;11,89;16;;;;;;;;;;;;;;;;
RC101.txt;1686,32;12,58;16;;;;;;;;;;;;;;;;
RC101.txt;1675,13;12,4;16;;;;;;;;;;;;;;;;
RC101.txt;1664,38;11,98;16;;;;;;;;;;;;;;;;
RC101.txt;1672,08;12,14;16;;;;;;;;;;;;;;;;
RC101.txt;1661,73;12,63;16;;;;;;;;;;;;;;;;
RC101.txt;1661,01;13,92;16;;1670,5422222222;;;;;;;;;;;;;;
RC101.txt;1647,53;18,93;16;;;prova0.xml;2k;iterations;;;;;;;;;;;
RC101.txt;1672,09;13,68;16;;;;;;;;;;;;;;;;
RC101.txt;1656,42;13,53;16;;;;;;;;;;;;;;;;
RC101.txt;1661,01;13,35;16;;;;;;;;;;;;;;;;
RC101.txt;1663,5;15,23;16;;;;;;;;;;;;;;;;
RC101.txt;1648,05;14,93;15;;;;;;;;;;;;;;;;
RC101.txt;1662,37;14,84;16;;;;;;;;;;;;;;;;
RC101.txt;1657,39;14,05;16;;;;;;;;;;;;;;;;
RC101.txt;1671,92;14,45;16;;;;;;;;;;;;;;;;
RC101.txt;1663,89;14,17;16;;1660,417;;;;;;;;;;;;;;
RC101.txt;1664,16;25,99;16;;;prova3.xml;2k;iterations;;;;;;;;;;;
RC101.txt;1658,44;20,56;16;;;;;;;;;;;;;;;;
RC101.txt;1659,85;22,25;16;;;;;;;;;;;;;;;;
RC101.txt;1658,13;21,53;16;;;;;;;;;;;;;;;;
RC101.txt;1672,84;23,47;16;;;;;;;;;;;;;;;;
RC101.txt;1694,82;23,04;16;;;;;;;;;;;;;;;;
RC101.txt;1669,51;24,3;16;;;;;;;;;;;;;;;;
RC101.txt;1661,73;23,85;16;;;;;;;;;;;;;;;;
RC101.txt;1644,8;21,9;15;;;;;;;;;;;;;;;;
RC101.txt;1651,15;22,58;16;;1663,543;;;;;;;;;;;;;;
RC101.txt;1664,19;15,52;16;;;prova3.xml;1k;iterations;;;;;;;;;;;
RC101.txt;1680,5;11,06;16;;;;;;;;;;;;;;;;
RC101.txt;1678,3;10,71;17;;;;;;;;;;;;;;;;
RC101.txt;1652,86;10,49;16;;;;;;;;;;;;;;;;
RC101.txt;1670,87;9,9;17;;;;;;;;;;;;;;;;
RC101.txt;1658,44;10,1;16;;;;;;;;;;;;;;;;
RC101.txt;1673,1;13,3;16;;;;;;;;;;;;;;;;
RC101.txt;1678,84;12,31;17;;;;;;;;;;;;;;;;
RC101.txt;1673,13;10,91;16;;;;;;;;;;;;;;;;
RC101.txt;1687,48;11,5;17;;16717,71;;;;;;;;;;;;;;
;;;;;;prova4.xml;2k;iterations;;;;;;;;;;;
RC101.txt;1658,06;30,72;16;;;algorithmConfigWithGreedyInsertion.xml;2k;iterations;;;;;;;;;;;
RC101.txt;1648,58;27,14;16;;;;;;;;;;;;;;;;
RC101.txt;1639,97;29,56;16;;;;;;;;;;;;;;;;
RC101.txt;1693,46;30,67;17;;;;;;;;;;;;;;;;
RC101.txt;1658,06;30,08;16;;;;;;;;;;;;;;;;
RC101.txt;1663,02;28,05;17;;;;;;;;;;;;;;;;
RC101.txt;1675,29;28,91;16;;;;;;;;;;;;;;;;
RC101.txt;1667,76;30,25;16;;;;;;;;;;;;;;;;
RC101.txt;1645,95;29,02;16;;;;;;;;;;;;;;;;
RC101.txt;1644,45;29,55;16;;1659,46;29,395;;;;;;;;;;;;;
;;;;;;algorithmConfigWithGreedyInsertion.xml;1k;iterations;;;;;;;;;;;
RC101.txt;1669,46;18,03;16;;;;;;;;;;;;;;;;
RC101.txt;1681,49;13,98;17;;;;;;;;;;;;;;;;
RC101.txt;1668,15;12,75;17;;;;;;;;;;;;;;;;
RC101.txt;1644,82;13,22;16;;;;;;;;;;;;;;;;
RC101.txt;1660,28;13,38;16;;;;;;;;;;;;;;;;
RC101.txt;1662,83;13,31;16;;;;;;;;;;;;;;;;
RC101.txt;1656,68;16,25;16;;;;;;;;;;;;;;;;
RC101.txt;1663,92;14,97;17;;;;;;;;;;;;;;;;
RC101.txt;1652,36;14,41;16;;;;;;;;;;;;;;;;
RC101.txt;1658,06;15,07;16;;1661,805;145,37;;;;;;;;;;;;;
RC101.txt;1664,81;33,22;16;;;;;;;;;;;;;;;;
RC101.txt;1639,97;37,59;16;;;;;;;;;;;;;;;;
RC101.txt;1675,37;29,93;17;;;;;;;;;;;;;;;;
RC101.txt;1652,36;30,02;16;;;;;;;;;;;;;;;;
RC101.txt;1661,85;30,91;16;;;;;;;;;;;;;;;;
RC101.txt;1668,25;29,95;16;;;;;;;;;;;;;;;;
RC101.txt;1671,87;31,59;16;;;;;;;;;;;;;;;;
RC101.txt;1662,79;37,59;16;;;;;;;;;;;;;;;;
RC101.txt;1673,42;31,61;17;;;;;;;;;;;;;;;;
RC101.txt;1660,08;28,39;16;;1663,077;;;;;;;;;;;;;;
RC101.txt;1670;35,43;17;;;;;;;;;;;;;;;;
RC101.txt;1667,69;22,66;15;;;;;;;;;;;;;;;;
RC101.txt;1663,56;22,73;17;;;;;;;;;;;;;;;;
RC101.txt;1668,51;26,3;17;;;;;;;;;;;;;;;;
RC101.txt;1662,79;25,1;16;;;;;;;;;;;;;;;;
RC101.txt;1661,03;20,69;16;;;;;;;;;;;;;;;;
RC101.txt;1669,51;21,56;16;;;;;;;;;;;;;;;;
RC101.txt;1666,07;22,25;16;;;;;;;;;;;;;;;;
RC101.txt;1659,85;21,49;16;;;;;;;;;;;;;;;;
RC101.txt;1655,69;23,53;16;;1664,47;;;;;;;;;;;;;;
RC101.txt;1672,24;26,04;16;;;;;;;;;;;;;;;;
RC101.txt;1647,77;23,49;16;;;;;;;;;;;;;;;;
RC101.txt;1657,35;17,55;16;;;;;;;;;;;;;;;;
RC101.txt;1677,43;20,81;17;;;;;;;;;;;;;;;;
RC101.txt;1658,13;21,34;16;;;;;;;;;;;;;;;;
RC101.txt;1663,67;18,08;16;;;;;;;;;;;;;;;;
RC101.txt;1665,61;18,01;16;;;;;;;;;;;;;;;;
RC101.txt;1641,16;121,71;16;;;;;;;;;;;;;;;;
RC101.txt;1657,59;107,02;16;;;;;;;;;;;;;;;;
RC101.txt;1647,53;19,44;16;;1658,848;;;;;;;;;;;;;;
RC101.txt;1657,68;22,91;16;;combo0.xml;;;;;;;;;;;;;;
RC101.txt;1658,07;23,92;16;;;;;;;;;;;;;;;;
RC101.txt;1664,66;21,62;17;;;;;;;;;;;;;;;;
RC101.txt;1667,76;20,15;16;;;;;;;;;;;;;;;;
RC101.txt;1678,59;24,97;16;;;;;;;;;;;;;;;;
RC101.txt;1653,64;22,91;16;;;;;;;;;;;;;;;;
RC101.txt;1666,22;22,05;16;;;;;;;;;;;;;;;;
RC101.txt;1660,22;21,03;16;;;;;;;;;;;;;;;;
RC101.txt;1657,05;20,77;16;;;;;;;;;;;;;;;;
RC101.txt;1650,8;23,78;17;;1661,469;;;;;;;;;;;;;;
RC101.txt;1673,16;31,44;16;;combo1.xml;;;;;;;;;;;;;;
RC101.txt;1654,63;30,77;16;;;;;;;;;;;;;;;;
RC101.txt;1654,23;25,5;16;;;;;;;;;;;;;;;;
RC101.txt;1673,52;23,13;16;;;;;;;;;;;;;;;;
RC101.txt;1679,49;30,68;16;;;;;;;;;;;;;;;;
RC101.txt;1667,01;28,96;16;;;;;;;;;;;;;;;;
RC101.txt;1647,52;32,23;16;;;;;;;;;;;;;;;;
RC101.txt;1649,05;29,58;15;;;;;;;;;;;;;;;;
RC101.txt;1665,47;30,87;16;;;;;;;;;;;;;;;;
RC101.txt;1665,67;25,79;16;;1662,975;28,895;;;;;;;;;;;;;
RC101.txt;1631,34;32,31;15;;;randomRRG+RadialRRS.xml;;;;;;;;;;;;;
RC101.txt;1652,83;25,58;16;;;;;;;;;;;;;;;;
RC101.txt;1678,59;25,31;17;;;;;;;;;;;;;;;;
RC101.txt;1658,13;23,8;16;;;;;;;;;;;;;;;;
RC101.txt;1692,5;30,33;17;;;;;;;;;;;;;;;;
RC101.txt;1662,9;28,07;16;;;;;;;;;;;;;;;;
RC101.txt;1674,45;26,3;17;;;;;;;;;;;;;;;;
RC101.txt;1658,06;27,7;16;;;;;;;;;;;;;;;;
RC101.txt;1668,56;28,92;17;;;;;;;;;;;;;;;;
RC101.txt;1662,73;27,92;16;;1664,009;;;;;;;;;;;;;;
RC101.txt;1682,27;32,99;16;;;randomRRS+RadialRRG.xml;;;;;;;;;;;;;
RC101.txt;1668,96;26,73;16;;;;;;;;;;;;;;;;
RC101.txt;1671,37;29,28;17;;;;;;;;;;;;;;;;
RC101.txt;1662,9;29,55;16;;;;;;;;;;;;;;;;
RC101.txt;1665,37;25,84;16;;;;;;;;;;;;;;;;
RC101.txt;1647,53;25,35;16;;;;;;;;;;;;;;;;
RC101.txt;1659,91;30,48;16;;;;;;;;;;;;;;;;
RC101.txt;1658,99;28,97;17;;;;;;;;;;;;;;;;
RC101.txt;1665,09;32,08;16;;;;;;;;;;;;;;;;
RC101.txt;1661,85;24,72;16;;1664,424;;;;;;;;;;;;;;
RC101.txt;1679,14;26,18;17;;;randomRRAny+radialRRAny.xml;p=0.25x4;;;;;;;;;;;;
RC101.txt;1644,45;20,06;16;;;;;;;;;;;;;;;;
RC101.txt;1644,78;20,29;16;;;;;;;;;;;;;;;;
RC101.txt;1664,31;19,58;16;;;;;;;;;;;;;;;;
RC101.txt;1650,03;20,31;16;;;;;;;;;;;;;;;;
RC101.txt;1660,67;20,32;16;;;;;;;;;;;;;;;;
